Date,Sign,Text
6 april 2018,gemini,"If you need to heal a rift with a lover, co-worker or friend, today’s a good time to do so. The emotional Moon is in the most diplomatic part of your chart, telling you to get over your ego (and anger, resentment, pride and whatever else is holding you back).

"
7 april 2018,gemini,"You should be feeling stronger emotionally, more so than you have felt in a long time. Mature Saturn is helping you sort out your feelings. There’s less room in your life for drama, which makes space for more contentment.

"
8 april 2018,gemini,"Opinions are not the same thing as facts, and fortunately you’ll be able to separate the two today. Whether it’s your own opinion or someone else’s, be logical and get to the bottom of the matter.

"
9 april 2018,gemini,"It’s time to stop doing things the same old way and use your imagination! Besides, the more you’re willing to think creatively, the greater a chance you have of finding solutions to problems that have been vexing you for months.

"
10 april 2018,gemini,"Watch your words today, Gemini. Yes I know, you love to chat, but if you make proclamations about things without truly having knowledge about them you may appear foolish. Let someone else make an ass of themselves.

"
11 april 2018,gemini,"Ggrrr!! The cosmic lovers, Mars and Venus, are winking at each other across the heavens today. Better yet, they’re in houses that govern sexuality, seclusion and intimacy. What can I say, other than to get a room?

"
12 april 2018,gemini,"Mercury is still retrograde in your house of teamwork, and that means that not everyone is willing to cooperate or play fair. It’s up to you to decide whether you want to put up with it or not. Is it time to walk away from some commitments?

"
13 april 2018,gemini,"It’s always easy to look at other people and identify what they’re doing wrong, but when it comes to analyzing ourselves….not so much! But a helpful Jupiter aspect will enable you to do just that today. Be honest, be brave and then make the necessary changes. Jupiter is all about abundance, its goal being to bring you better people and circumstances in life.

"
14 april 2018,gemini,"There are several ways to get things done your way. One is to get in everyone’s face and make a big deal about it. Another method is to assert quiet power and dignity, allowing others to process your intention. The latter is the best MO to use over the next few days.

"
15 april 2018,gemini,"Who’s on Team Gemini? Who would you like  to have on your team? There could be some big changes to your contact list over the next few months. Mercury has been retrograding through your house of friends and networking, possibly revealing who you can count on and who you can’t. It goes direct today, so it’s decision time.

"
16 april 2018,gemini,"There’s an old saying about how we become like the five people we hang around with the most. Whether that’s a good thing or not is a question that only you can answer. Today’s new moon in your house of friends and networking is the perfect time to cut ties that are no longer right for you, and to meet new folks who are.

"
17 april 2018,gemini,"Despite the recent new moon stirring up energy in the friendliest part of your chart, you’ll need to choose your connections carefully over the next few months. Saturn begins to retrograde in your house of love and money. Don’t fall for an irresponsible lover or a slick salesperson who wants to con you. Be choosy with the people you allow into your world.

"
18 april 2018,gemini,"Team efforts get a shot of adrenaline thanks to a spunky Sun-Uranus conjunction! It’s also a wonderful time to make new connections, and this could happen in a most unusual way.

"
19 april 2018,gemini,"The Dalai Lama has famously said that if you think that everything is someone else’s fault, you will suffer a lot. But when you realize that everything springs from yourself, you’ll learn joy and peace. And that’s the message that the cosmos has for you today, Gemini.

"
20 april 2018,gemini,"An intense period of introspection begins as the Sun quietly glides into Taurus, your twelfth house of the subconscious mind. The kinds of thoughts you think, the emotions you experience, your habits, sorrows and joys: all of these are up for review. The next four weeks will be the most intense but this energy carries out for several months.

"
21 april 2018,gemini,"Your emotions could be going all over the place, due to aggressive Mars stirring up the pot in your house of deep feelings. Logic will be in short supply today, so do yourself a favor and keep your mouth shut….and those fingers off the keypads. Otherwise you might say something that you’ll end up regretting.

"
22 april 2018,gemini,"Pluto governs power, and the kind that exists between lovers is always an interesting situation. People kill for love, they die for love. I’ve even heard that they’ll obsessively snoop their lover’s text messages and e-mails! Pluto has just retrograded in your house of intimacy and sexuality. It’s time to get real about how you handle your  emotions when it comes to amour.

"
23 april 2018,gemini,"Thinking long term about the future is the way to go these days, Gemini. If all you’re worried about is short term gratification you’ll miss out on opportunities to secure your future, both romantically and financially.

"
24 april 2018,gemini,"Sweet! Glam girl Venus enters Gemini, making you the sexiest thang in town. Over the next three weeks you’ll turn a lot of heads, that’s for sure! Makeover magic could also be calling your name, enticing you to reinvent yourself. Have fun!

"
25 april 2018,gemini,"Just how fast do you want a romantic relationship to go, Gemini? Or new friendships? You need to slow down and get to know other people better before you form a deeper bond. It’s not that they’re trying to deceive you; it’s a matter of developing trust.

"
26 april 2018,gemini,"Yowza! Lusty Mars and, uh, penetrating Pluto meet up in your house of sexuality and intimacy today. This is truly one of the steamiest days of 2018 for your sign. But beware of thinking with your private parts instead of your brain. In addition, jealousy and other stinky emotions could reach epic proportions.

"
27 april 2018,gemini,"Lovers and friends might be working your nerves due to a Moon-Mercury opposition. You’re coming from a place of desiring teamwork and openness, but others may not be feeling the same way. You can choose to get pissed off or ignore it. The full moon on Monday will bring everything to a rolling boil, so wait until then to make decisions.

"
28 april 2018,gemini,"Your emotions could easily get the best of you today due to a Moon-Mars square. Either you’ll be dreaming up worst case scenarios or others will find it all too easy to push your buttons. Fortunately the full moon on Monday is in the most practical part of your chart, so you’ll gain clarity pretty quickly.

"
29 april 2018,gemini,"You’re craving stability in your life and today’s Sun-Saturn aspect is well aspected to make it happen. Both your financial picture and your love life are poised for improvement, but it won’t happen by magic. You need to improve your financial habits and the way in which you cooperate with a lover if you ant to see changes take place.

"
30 april 2018,gemini,"The full moon in Scorpio is all about getting caught up on chores and unfinished projects. While you’re at it, get rid of time-wasting habits and ineffective systems. There is some seriously positive energy coming from planets in your net worth and career sectors, but if you want to see the big bucks, you need to get organized first.

"
1 may 2018,gemini,"Yesterday’s full moon fell in your ultra-organized sixth house, demanding that you get your act together, both at home and at the office. Problem is, Uranus is in a tough spot from your house of teamwork, indicating that you may be surrounded by slackers, egomaniacs and other slugs who don’t want to pull their own weight. Don’t get stuck carrying their load.

"
2 may 2018,gemini,"Lovely Venus is in your sign, putting your desires front and center. And what’s wrong with that?  It can’t be about other people all the time. Unfortunately there are those who do  think that it should be all about them. It may be time to set some boundaries.

"
3 may 2018,gemini,"If there’s one message that the cosmos is trying to send you right now, it’s to get your house in order. This literally means your abode, but also your body, mind and soul. There’s no room for sloppy habits, low energy or scattered thinking. Pull it together.

"
4 may 2018,gemini,"Snap out of it! There’s no room in your life for raging emotions taking you all over the place. Fortunately mature, wise Saturn is on the job, helping you to become more balanced and logical.

"
5 may 2018,gemini,"Read the fine print if you’re making any major financial decisions right now, whether it’s an investment or a job offer. It’s not that people are trying to deceive you. But you have to make sure that deals are fair, and that you don’t end up in a position in which someone has you under their thumb.

"
6 may 2018,gemini,"Some people are arrogant, needing to assert their authority and push people around. But you know better than that. A stellar Neptune-Sun aspect allows you to be quietly authoritative. Sometimes keeping a low profile is the best way to get attention.

"
7 may 2018,gemini,"People who are relying on you could be demanding, and you may end up feeling that nothing you do can please them. If your actions have been impeccable, then let it go. But if they’re even partially right you may need to clean up your act.

"
8 may 2018,gemini,"You’re running the risk of burning out, Gemini. From your chart it appears that you’ve been pushing yourself too hard. There are only 24 hours in a day and you seem to be trying to fit in 30 hours of activities! Office related stress could also be draining your energy levels. Give yourself a much needed break.

"
9 may 2018,gemini,"Money doesn’t grow on trees but you could certainly find greater sources of it if you’re willing to try. The Moon’s position in your ambition sector could spark some clever ideas. Friday is another fabulous time for inspiration to strike.

"
10 may 2018,gemini,"Your imagination soars as vibey Neptune jazzes up your brain with inspirational thoughts, especially where your goals are concerned. You’re about to enter one of the brainiest periods of your life in which your mind can become the path to riches and great contentment.

"
11 may 2018,gemini,"This is no time to hold back, Gemini. Yeah, I know, your sign is famous for being oh-so-verbal. But in reality you keep things inside. A helpful Sun-Pluto trine enables you to get the words out on topics that you may have kept under wraps for a long time.

"
12 may 2018,gemini,"Trying to relate to others could feel like walking into a wall, Gemini. No matter what you say or do, your meaning will be misconstrued. The problem is that aggressive Mars could push your buttons and annoyance (or even anger) will be the result. Take a deep breath and wait for another day with better aspects.

"
13 may 2018,gemini,"Now that logical Mercury is in the house of your psyche, it’s time to get real about issues that have been plaguing you. You can certainly seek wisdom and help from outside sources, but don’t forget that your own inner wisdom is there to guide you as well.

"
14 may 2018,gemini,"Over the next few days a surprise event could occur with a friend, business contact or even with someone you haven’t met yet! So be open to meeting new people, but be selective too. When Uranus enters your house of seclusion tomorrow, you’ll be quite choosy about the company you keep. You may find that your own company is the best!

"
15 may 2018,gemini,"You are now entering one of the most intense psychological periods of your entire life, Gemini! Brilliant Uranus is in the house of your subconscious mind and seclusion. Over the next eight years you will be healing emotional wounds from the past and cutting toxic ties. Many of you will become interested in developing your intuition and studying Eastern philosophy. The journey will have twists and turns but it will be worth it.

"
17 may 2018,gemini,"A conflicting push-pull vibe is in place as Mars squares off against Uranus. Part of you is raring to go (maybe even where angels fear to tread) while another part of you (your intuitive mind) is holding back. When Venus changes signs on Saturday you’ll be in a better place to figure out your next move.

"
18 may 2018,gemini,"Getting a grip on your emotions, fears and issues becomes a heck of a lot easier thanks to a healing Mercury-Saturn trine. Rational thinking wins the day, so cut out foo-foo thinking. If you need professional help, seek it. Otherwise be your own best friend and figure out what needs to be changed.

"
19 may 2018,gemini,"Here’s a nice little early birthday present for you: profitable Venus enters your money sector today! If one of your wishes for the year ahead is to see more green, take action now and over the next three weeks. Next week is loaded with fabulous aspects for job hunting, showing off your skills, negotiating and entrepreneurship.

"
20 may 2018,gemini,"Yes!! The Sun is now in your sign, Gemini. Happy birthday! What’s going to make this birthday year different from those in the past is that you’ll be searching for more security in love and your career. Posh Venus just entered your house of spending, recommending that you treat yourself to some birthday treats over the next three weeks.

"
21 may 2018,gemini,"Speaking from the heart becomes a lot easier thanks to a Moon-Saturn aspect. The Moon is emotional and passionate, while Saturn is logical and calm. It’s the perfect combination for venting without coming off like a whiner, diva or crazy person!

"
22 may 2018,gemini,"“Do things the same way you’ve always done them, and you’ll get what you’ve always gotten.” If that old saying makes you feel uncomfortable, then now’s the time to shake up your routine and attitude. Fortunately inspirational Neptune is in an awesome place for making this happen.

"
23 may 2018,gemini,"You’re running the risk of underestimating how much time and effort a project will take, Gemini. You may also be unclear as to how dedicated other people may be to a particular cause or situation. Before you proceed, do a lot of thinking and get to the bottom of these issues.

"
24 may 2018,gemini,"This is truly one of the best days in 2018 to make a wish upon a star. The Sun trines go-getter Mars, making you feel as though the sky is the limit. And why not? The only thing holding you back are your own fears—and they seem to be falling by the wayside.

"
25 may 2018,gemini,"Feel like you’re in a career rut? Then today is superb for coming up with fresh ideas as to how to bust out of it. An unusual Jupiter-Neptune trine zaps you with creative ideas that could turn things around. 

"
26 may 2018,gemini,"The iron fist in the velvet glove? That image is what the cosmos suggests for you today, Gemini. You don’t need to beat people over the head to get your point across. With subterranean Pluto increasing your self esteem in one of the most secluded parts of your chart, you can assert a subtle authority.

"
27 may 2018,gemini,"Put your wallet and credit cards away. Don’t even think about window shopping. The same goes for trawling for swag on the net. A stern Venus-Saturn opposition could push you to spend for emotional reasons, when you really need to save.

"
28 may 2018,gemini,"Blowing off your fitness routine and diet may look mighty fine today, thanks to the Moon being in a pissy mood! You may also not feel like cleaning the house or doing much at the office. If you can get away with it, just slack. Once Mercury goes into your sign tomorrow you can get back on track.

"
29 may 2018,gemini,"Your birthday season gets another boost as sharp little Mercury moves into Gemini. This will put you into a practical mindset over the next three weeks, ready to tackle new challenges. But the full moon in your house of diplomacy and partnering recommends teaming up with people who will be fun to have along for the ride, people who will support your ideas.

"
30 may 2018,gemini,"The recent full moon in your partnership zone asks you to set your own agenda aside, at least for a bit. You do  need other people to help you along your journey in life, whether you want to believe that or not. Fortunately verbal Mercury is now in your sign, making it easier to be diplomatic with others.

"
31 may 2018,gemini,"A financial matter that may have been causing confusion or sleepless nights lately will start to clear up. That’s because your ability to see things from a more logical perspective is increasing. With shrewd Mercury now in your sign, you’ll be able to get right to the heart of the matter.

"
1 june 2018,gemini,"The sky’s the limit! That’s the message the cosmos is sending your way. With megawatt Mars in fabulous spot in your house of thinking big, you can pull off just about anything. Just don’t blab too much about your plans, as chatty Mercury is in way too talkative a mood.

"
2 june 2018,gemini,"You’re oozing charisma from every pore of your body, thanks to a magnetic Neptune-Venus trine. Naturally this makes it easier than ever to impress others, whether it’s a potential boss, lover or client. So don’t be shy about showing off!

"
3 june 2018,gemini,"With energetic Mars touring your house of big picture ideas, you should be thinking bold and long term. The red planet and the Moon form a magnificent angle, telling you to go after what you’re most passionate about. Life is too short to play it safe all the time!

"
4 june 2018,gemini,"This is your  time of year, Gemini, something that you’ll be reminded of today! A winning Sun-Mercury aspect in your sign boosts your confidence and helps you gain clarity. There may be times later in the week when you feel unsure, but they pass quickly.

"
5 june 2018,gemini,"Head trips and ego battles could erupt with a Venus-Pluto opposition. Don’t stoop to this. If you’re at the receiving end of someone’s else’s passive-aggressive behavior (or outright pompous fit), the let them know that they can take their drama elsewhere.

"
6 june 2018,gemini,"All of the thinking and planning in the world doesn’t mean a thing unless you’re wiling to take action, Gemini. Doubts may arise due to a Mercury-Neptune square. Do you have the chops to pull things off? Well, you won’t find that out from just sitting on your butt, will you?

"
7 june 2018,gemini,"Your big plans for the future may have a hazy feel about them as you try to figure out what to do next. Blame it all on foggy Neptune, which is stirring up the mist in your house of goals and success. The upside is that the Sun in your sign is working hard to burn off the fog, so clarity will return soon.

"
8 june 2018,gemini,"The past few days may have made you feel insecure or unimportant, and fortunately that planetary energy has passed like a fast moving storm. Now the Moon is in your house of partying and meeting new people, just in time for the weekend. So get out there and shake your tail feathers!

"
9 june 2018,gemini,"With the Sun in your sign you’re bound to attract attention. Problem is, some people may feel as though you have too  much going for you….which could stir up envious glances and remarks. Too bad, they’d better get used to it! Once the new moon in Gemini shows up next week, you’ll have even more mojo.

"
10 june 2018,gemini,"Your intuition is spot on with the Moon in the most psychic part of your chart! Use it to your advantage, as there could be people around who are trying to persuade you to do things their way. Coming up with genius ideas is also possible, so let your mind take you to a creative place.

"
11 june 2018,gemini,"There are only 24 hours in a day, Gemini, something that you seem to be forgetting. Optimistic Jupiter is in your efficiency sector, making you feel as though you can take on the world. Not only is this not possible, but you’ll only end up feeling burned out and resentful.

"
12 june 2018,gemini,"Three separate planetary aspects happen over the next 24 hours, and all of them are designed to showcase you and your talent! Today nimble Mercury zips into your second house of security, helping you score a raise or higher paying job. Over the next month you could make a lot of progress, so get the ball rolling.

"
13 june 2018,gemini,"Happy birthday, Gemini! The annual new moon is in your sign and it’s a honey. Venus glides into your house of self-expression too, dousing you with charisma and helping you get your message out to the world with charm and eloquence.

"
14 june 2018,gemini,"A sense of dissatisfaction may be running through your heart and head, as your subconscious mind is processing things that don’t quite fit in your life. As a result you may decide to pull away from the social scene as you ponder your alternatives. Spend the next few days in thought.

"
15 june 2018,gemini,"If at all possible, don’t enter into binding financial situations today. Mercury, usually so shrewd a negotiator, is up against long-term Saturn. They are both in financial houses, which means that deals that you enter into could be shaky. This includes jobs, mortgages, stocks or even creating a joint account with a lover. Next Tuesday is a much better time for making your move.

"
16 june 2018,gemini,"Creating more structure in your life is the message the cosmos has for you over the next week, Gemini. This has more to do with your daily routines and habits than it does your personal relationships. Your career especially is about to go through a transformative period, so be ready to take advantage of new options that come your way.

"
17 june 2018,gemini,"We all need to communicate in some way when it comes to our career. Some of us need to improve our negotiating skills while others should be focusing on their writing style. Whatever area needs to get stronger, work on it today and over the next few weeks.

"
18 june 2018,gemini,"Career matters might slow down now that Neptune is retrograde in your ambition sector. Expect job offers or business deals to get bogged down as people are confused or slow to respond. That said, you could uncover new ways to make money or even decide to change fields.

"
19 june 2018,gemini,"Who says that Geminis are flaky social butterflies? You’ve got practicality oozing out of every pore with this week’s super-efficient aspects. Today is a smart time to try helpful new habits, find more cooperative service providers or hire staff members who will be go-getters. More income or savings will result from your hard efforts.

"
20 june 2018,gemini,"You know the saying, “If you can dream it you can do it”? That applies to Geminis today, thanks to a fabulous Neptune-Mercury aspect. Any major goal of yours that you’d like to go after should be considered. Mercury will provide you with logic and Neptune will douse you with inspiration.

"
21 june 2018,gemini,"Even though the Sun enters Cancer, one of the houses that deals with stability for your sign, things may feel like they’re up in the air. This could be anything from your love life to career to travel plans. From your chart it looks like the issues at hand are big ones, the kind that demand that you take a risk. When Mercury enters the brainiest part of your chart on the 29th, you’ll be able to figure out your next move.

"
22 june 2018,gemini,"Support may come from a source you didn’t even know existed! Someone may try to help you behind the scenes—to find you a new job, hook you up with a potential mate or just to be a good friend when you need it most.

"
23 june 2018,gemini,"This is not a good time to ask people in positions of power for favors….or money, for that matter! Wait until next week when the full moon arrives on Thursday. It’s a much better time for conversations and negotiating. Mercury enters your chatty third house, enabling you to charm the birds from the trees.

"
24 june 2018,gemini,"There’s no point in being jealous over someone else’s success. With a helpful Moon-Pluto aspect you can create your own “luck” by applying yourself to your own endeavors. As long as you don’t expect overnight results, you can make a lot of headway.

"
25 june 2018,gemini,"Feeling wishy-washy, as though it’s hard to make a decision about something? Not surprising with today’s Venus-Jupiter square. If you can, avoid making decisions until Friday when logical Mercury enters your house of brainstorming.

"
26 june 2018,gemini,"Bigger isn’t always better, Gemini! Megawatt mars has been blazing a path through one of the most optimistic parts of your chart, super-sizing your plans. But the red planet is now retrograde, advising you to slow down and take a second look at what you’re doing.

"
27 june 2018,gemini,"It’s time to get clear–crystal clear–about your finances, Gemini. You may feel as though circumstances are holding you back from heading in a prosperous new direction, but actually things could pick up steam over the next few weeks. But first you need to have a good handle on your cash flow and investments.

"
28 june 2018,gemini,"The full moon in the sexiest part of your chart could encourage you to toss caution to the wind. This could be a good thing–you enter into a passionate, steamy chapter with your soulful lover; or a bad thing–you hook up with the wrong person and end up with your emotions in a twist. Think before jumping into the sack or committing your heart.

"
29 june 2018,gemini,"There’s no holding you back, Gemini. Verbal Mercury is now in your house of communicating, so you’ll be more than ready to say what’s on your mind. From your chart it appears that you have a number of emotional issues that need to be cleared up, so get to work on them first.

"
30 june 2018,gemini,"The sudden realization may hit you that some of your previous opinions or plans are off base, for whatever reason. No problem–figure out where you’ve been going wrong and make adjustments. Life is for learning; no one goes through it without making some errors in judgment.

"
1 july 2018,gemini,"People may be annoying the daylights out of you with their indecisive behavior. They may not be doing it deliberately, but still–you want to know what’s going on! Pushing for an answer will backfire, so either back away or try a more indirect approach.

"
2 july 2018,gemini,"Looking for love? Then get the word out. Show your pretty or handsome face in public! A sweet Mercury-Saturn aspect urges all Geminis to socialize, and that includes those of you who are attached. Spend some fun quality time with your lover.

"
3 july 2018,gemini,"You don’t have time to waste on people or activities that aren’t important. Abundant Jupiter is pushing you to tie up loose ends and become more productive. Once it goes direct next week, you should start seeing the payoff for all of your effort.

"
4 july 2018,gemini,"Don’t be too quick to give away your personal power, Gemini. You don’t have to beat people over the head like a tyrant, but it’s not smart to be too passive either. Think of the iron hand in the velvet glove metaphor, and you’ll nail it.

"
5 july 2018,gemini,"You know how people say “I started doing less yet I got more done”? That’s the kind of vibe going on for your sign today, Gemini. You’re in a highly productive place in which you can find hacks that will free up more time.

"
6 july 2018,gemini,"Take it slow an steady when it comes to expressing yourself today, Gemini. This is no time to be a chatterbox or try to push your ideas down someone’s throat. You may also have to corral other people who are moving too quickly to broadcast stuff….things that shouldn’t be out there yet!

"
7 july 2018,gemini,"A sudden “aha!” moment could hit you today, helping you realize something that has eluded you for awhile. It’s really important over the next few weeks to get both your mental and physical health back on track, so take these flashes of inspiration to heart, and use them to find peace.

"
8 july 2018,gemini,"Are you ready for more responsibility at the job, or even changing fields? A potent Sun-Neptune connection is putting you in the mood for chasing after grander goals. Neptune is the planet of inspiration, so don’t be surprised if your ideas are changing radically.

"
9 july 2018,gemini,"You may need to lay down the law with lovers or family members who think that you should be handling all of the grunt work. Fortunately, gentle Venus glides into your domestic sector today. You’ll be able to put people on notice that you’re expecting a lot more cooperation, without beating them over the head with a broom.

"
10 july 2018,gemini,"Keep your cards close to your vest, Gemini–and your wallet as well. A tense showdown between the Sun and Pluto in your financial houses could bring out the snake oil salesmen. Before making any important decisions about taking a new job, making an investment or signing legal documents with financial ramifications, slow down. Ask questions. Snoop around behind the scenes if need be.

"
11 july 2018,gemini,"A swift resolution to an emotional problem may come about today. Brilliant Uranus is active in the house of your subconscious mind, bringing about rapid catharsis. With this Friday’s solar eclipse in the house of security and stability, it’s time for you to start feeling more content.

"
12 july 2018,gemini,"Someone may be determined to show you who’s boss, and you’re not going to like it one bit. Tough guy Pluto is swaggering around in heavens, acting like he owns the whole place. So if someone starts to cop an attitude, let it go. Tomorrow’s solar eclipse will help you get the upper hand.

"
13 july 2018,gemini,"Today’s solar eclipse in your money sector ushers in an exciting brand-new period in which you can earn and save more. Between now and the year 2020, you can make incredible progress. But a tough Pluto aspect today indicates that you need to do rigorous research before you dive into anything. Don’t fall for get rich quick schemes, and don’t expect overnight success.

"
14 july 2018,gemini,"If you feel like you’re growing up, don’t be surprised. A progressive Venus-Saturn aspect will help you develop a more objective view about your life. Drama, begone.

"
15 july 2018,gemini,"Your dream state and intuition could provide you with an amazing insight today. With so much planetary energy designed to make you feel more comfortable, a wonderful emotional release could be the end result.

"
16 july 2018,gemini,"Your confidence gets a boost today from a happy Venus aspect. This is gentle planet is in one of the most sensitive parts of your chart, and it’s encouraging you to develop more contentment. Sometimes that starts with realizing that you’re perfect, just as you are.

"
17 july 2018,gemini,"Don’t give up on a dream because it seems that you don’t have the right kind of connections or talents to pull it off. Once the Sun moves into Leo next Sunday, you’ll be able to find people to brainstorm with. Leo happens to be your third house of education, so if you feel as though you need to develop your skills, August is one of your best times to sign up for class or seminar.

"
18 july 2018,gemini,"With Mars in the most optimistic part of your chart, you’re highly motivated to chase after things that you’ve been dreaming about for years. The good news is that once the Sun enters Leo on Sunday, you’ll be able to brainstorm and strategize with other people. Things could take off quickly, so get ready.

"
19 july 2018,gemini,"Cosmic activity in the work area of your chart indicates that someone may act out. Or worse… they may be acting against your interest behind the scenes. This may come as a sudden realization, but the smart Gemini doesn’t say anything. Keep your opinions to yourself and keep moving forward.

"
20 july 2018,gemini,"You don’t ask, you don’t get! That should be your mantra today. Don’t assume that other people have a clue as to what is going on in your mind. Even if they do, you need to speak up and claim what is yours.

"
21 july 2018,gemini,"Your sign is famous for being out on the town having fun, but this weekend the energy is all about staying at home. The two most beneficial planets in the solar system, Venus and Jupiter, are both in a good mood from your domestic sector. Go ahead: clean the house, buy some new sheets and then test them in the bedroom later.

"
22 july 2018,gemini,"You should be as happy as a pig in mud! Today the Sun enters Leo, your chatty third house of socializing and communicating. Just don’t say too much or go too wild in the partying department. Mercury is scheduled to retrograde in the same house this coming Thursday.

"
23 july 2018,gemini,"Decision-makers and business contacts may be talking in circles today, Gemini. It could be difficult to separate reality from the fluff. As a result, don’t make any major decisions right now. You also need to watch your tongue! With Mercury about to go retro grade in your communication sector, you could accidentally say the wrong thing.

"
24 july 2018,gemini,"Someone may be making promises that they can’t keep, Gemini. Don’t accept everything you hear at face value. You are especially vulnerable because this week’s lunar eclipse occurs in your house taking risks. Make sure that the chances you take our wise ones.

"
25 july 2018,gemini,"Someone could say or do something that will throw you off guard, Gemini. You may become defensive, or even angry. But are you reading too much into it? It’s quite possible with erratic Uranus and a bad position today. Wait 24 hours before you respond. You may realize that your initial reaction was off-base.

"
26 july 2018,gemini,"Think before you speak! Mercury is now retrograde in your house of communication and short distance travel . You know the drill: don’t lock your keys in the car, make sure you don’t send emails to the wrong person and don’t leave sensitive documents in the copier at work. But this is also a good time for going back and re-examining projects that mean a lot to you. It’s all about strategy.

"
27 july 2018,gemini,"Ready to bust out of an old groove? Even if you aren’t, the cosmos is getting ready to kick your rear end into action! A high octane lunar eclipse occurs in your house and taking risks. Over the next six months you can cover more ground than you have in the past few years. The best part will be looking at the surprised faces of all the people you know, who are shocked at what you’ve achieved!

"
28 july 2018,gemini,"This is an excellent time to open up and speak your mind, especially with people who have been difficult to approach. Keeping your thoughts and feelings bottled up isn’t going to help anyone. Yesterday’s eclipse fell in your house of taking risks. Why not start by being candid?

"
29 july 2018,gemini,"You could see opposition today to some of your ideas and opinions, Gemini. The recent lunar eclipse fell in the most open-minded part of your chart, encouraging you to think in bigger brushstrokes. Not everyone around you will have the foresight to see how smart some of your plans truly are. Forge ahead anyhow.

"
30 july 2018,gemini,"It’s time to find some balance in your life, Gemini. Abundance of Jupiter is pushing you to take care of old chores and improve your habits, but you run the risk of burning out. There are only 24 hours in a day and your energy supplies are limited.

"
31 july 2018,gemini,"If you could use a little inspiration in your life, today’s the day to find it. A wonderful Neptune-Moon connection is just the ticket for opening the doors of your mind and letting fabulous ideas come in. You might want to consider creating a vision board to serve as a reference for your new plans.

"
1 august 2018,gemini,"You may be pushing hard to make progress, but it may feel like unseen forces are preventing you from making headway. Once Uranus goes retrograde next Tuesday, you’ll be able to suss out exactly what is mucking up the works. Until then, slow down and relax.

"
2 august 2018,gemini,"It wouldn’t hurt to be more of a team player today, Gemini. Not only will you be able to get more done, there could be a happy upside to this that you just don’t know about yet. You never know whom you might impress.

"
3 august 2018,gemini,"You need to read between the lines of what other people are saying. Just because you are being straightforward doesn’t mean that they are. It’s not so much that they are lying. Rather, they maybe overestimating their abilities.

"
4 august 2018,gemini,"You may experience an “aha!” moment today, thanks to the Moon meeting up with brilliant Uranus. Chances are, you won’t be coming up with some kind of newfangled invention or the cure for world peace. But you can dig deep into your psyche and find peace in your own mind.

"
5 august 2018,gemini,"From your chart it appears that you need to adjust the way you speak to others, Gemini. It’s not that you’re being rude. But people in your world may be on head trips or can’t see the forest for the trees. You are going to need to cut through the smoke and mirrors and make things clear.

"
6 august 2018,gemini,"The next four weeks are looking luscious for love as Venus is in your house of romance! But a harsh solar aspect indicates that people may be critical or majoring in the minors–and this includes you. Don’t let negative thinking prevent you from meeting someone new, or interfering with a current relationship.

"
7 august 2018,gemini,"Uranus is the planet that helps you break free from confining situations, and today it goes retrograde. It will be spinning backwards in the house of the subconscious mind. What a perfect opportunity to get rid of toxic thoughts and old emotions and dramas that no longer suit you! Let the catharsis begin.

"
8 august 2018,gemini,"This is a lucky day for romance, as Mars and Venus form a harmonious trine in the heavens. There is a highly social vibe going on too, so plan a luscious date night if you are already attached. If you’re not, the best place to meet someone is by being out and about. A friend could make a sweet introduction.

"
9 august 2018,gemini,"Balance needs to be maintained in your closest relationships, Gemini. There has to be a good mix of independence, yet a feeling of comfort and commitment too. It’s a day to go within and examine your psyche. Is there anything that you are doing or thinking that will upset that balance?

"
10 august 2018,gemini,"Tomorrow’s solar eclipse occurs in your third house of thinking and communicating. Naturally, this involves collaborating with other people. Right now either you or someone within your group is hellbent on focusing on little stuff that doesn’t matter. Take the long view and get yourself out of this rut!

"
11 august 2018,gemini,"Your sign is famous for being social butterflies, so you’re going to love today’s solar eclipse. It occurs in your house chatting, partying, networking and buzzing about the neighborhood. But it could also open up a thoughtful period in which you do a lot of deep thinking, strategize with others and take classes. It’s all about self expression, so write that book, start that blog or work on your art portfolio.

"
12 august 2018,gemini,"You might be tempted to really let your emotions and your mouth rip. Yesterday there was a solar eclipse in your house of communicating. And today, red hot Mars retrogrades back into your house of intimacy and psychological depth. You could choose to blast everyone who is pissing you off, or you could choose to do some deep reflection. I suggest the latter.

"
13 august 2018,gemini,"If something feels off, it probably is. Pay attention to what your gut is telling you. People may be way too to anxious to get their own way, and they could use flattery to try to lure you in. Maintain a safe distance and do your own thing.

"
14 august 2018,gemini,"It’s time to pamper yourself, Gemini! With the Moon forming a perfect angle with luxe Venus, you really should indulge in activities that make you feel good. Don’t wait for someone else to treat you like a king or a queen.

"
15 august 2018,gemini,"People might rub you the wrong way today, Gemini. A Moon-Pluto square could drum up drama and power trips. The problem is, you might overreact. Instead of doing that, ask yourself if these people belong in your life. The recent solar eclipse was all about making new connections.

"
16 august 2018,gemini,"Giving things up is never easy, whether it’s a bad habit or a connection to a person that isn’t the best. But with brilliant Uranus acting up in the house of your subconscious mind, you may have a sudden realization that something or someone has to go. Don’t worry––by tomorrow it should be a heck of a lot easier to make the cut.

"
17 august 2018,gemini,"Something positive could happen at the work front, but you need to be ready to seize the opportunity. Keep your eyes and ears open. You might be able to score a promotion, or a better client base. Or maybe you hear about a job opening somewhere else. Once Mercury goes direct on Sunday, things will start to move forward.

"
