,Date,Sign,Text
883,21 march 2019,leo,"
The full moon speaks volumes as it’s in your house of communication. Something that you’ve been working on for awhile may get wrapped up: a contract, term paper, college application, social media campaign or art project. But this lunation could also represent the end to an old way of thinking and speaking, as you move on to a more eloquent place.

"
884,22 march 2019,leo,"
Everyone views you as being the fiercest cat in town, always ready to take on whatever life throws at you. But what many people don’t realize is that Leo is a fixed sign and that you don’t necessarily love change. Today’s a good time to examine what might be holding you back.

"
885,23 march 2019,leo,"
Now that Uranus is in your house of goals and ambition (for the first time in 80+ years, mind you) don’t be surprised if your head is spinning with genius ideas. After all, Uranus is the planet of revolution, novelty and technology. The problem is that you may resist some of things that you’re coming up with. That’s OK: it’s part of the process of thinking in a new, unique way. 

"
886,24 march 2019,leo,"
Yippee kiyay! It’s always a good day when both sides of your brain are working with each other (instead of fighting). Your logical left side is complementing the passionate, conceptual right side–in the houses of love and money, no less. It’s a good day for making decisions about your personal wealth and love life.

"
887,25 march 2019,leo,"
Start aiming higher, Leo! Your creativity is flourishing, and love can too. A Sun-Moon aspect will help you get out of a funk and into a happier place.

"
888,27 march 2019,leo,"You’ve been getting riled up lately, but there’s a silver lining to this cloud. Sometimes we can get so burned out about being angry that we shift over to a place where we just don’t give a sh** anymore, and that’s where you’re heading! Remember Rhett Butler at the end of Gone With the Wind?  “Frankly my dear, I don’t give a damn.” Uh-huh.

"
889,31 march 2019,leo,"It’s time for you to get out of your Leo lair and start shaking that mane of yours. Mars is now in your house of friends and networking, opening up a two month period in which you should be rubbing shoulders with other people. You can do this for fun, business or charity. Some of the people you meet could be quite adventurous, opening your eyes to a new way of living.

"
890,7 april 2019,leo,"Physical and mental health was so prized by ancient warrior traditions that these were focused on first in training. Where the body goes, the mind follows, so the sages said. And they were right. A fit body, honed by hours of disciplined work, leads to a resilient and clear mind. Make it your mantra to turn your body and psyche into a temple.

"
891,8 april 2019,leo,"You’ve never been one to shy away from a challenge. So what is holding you back now? With the the planets traveling through the most psychological part of your house this week, that’s a question you should ask yourself. Fear can hold back even the fiercest lion. Let it go and start to feel mighty again.

"
892,9 april 2019,leo,"All work and no play is going to make Leo a very boring lion indeed. Honey, you need some downtime! It may be a Tuesday, but that doesn’t mean you can’t plan for the upcoming weekend. Block out some relaxation time right now, otherwise it will slip through your fingers. And try to chill out today too.

"
893,10 april 2019,leo,"Leos are famous for being lovers of love, and lovers of life! Yours is the sign of artists, creativity, shopping, dining and enjoying the sweeter things….like amour. Jupiter goes retrograde today, which could slow down your desire for swag and romance. But it’s also a super time for developing your talent, so that you end up being more formidably skilled than everyone else.

"
894,11 april 2019,leo,"Ggrrr!!! Someone  is feeling sexy and confident. Really, is this a surprise? You are a sultry jungle cat, slinking along as you inspire awe in mere mortals on a regular day. But today the two most amorous planets in the solar system, Venus and Neptune, meet up in your house of libido and intimacy. Yum.

"
895,12 april 2019,leo,"Big dreams often cost money, but you are in no position to be spending large sums of cash. With abundant Jupiter retrograde in your house of luxury items, you need to go the budget route for now. It won’t kill you. With your Leonine creativity, you’ll be able to make inexpensive things look swanky.

"
896,13 april 2019,leo,"You just can’t keep doing things the same old way, but I think that you knew that. Pluto and Saturn are both in your house of habits and routines, desperate to make changes, but you are still glued to the past. Why are you being so stubborn, Leo? Are you going to learn or are you going to burn?

"
897,14 april 2019,leo,"Leos are famous for being the most creative sign of the zodiac, and a Sun-Jupiter aspect is perfect for exploring hobbies and artistic pursuits. If you want to make some money from your skills, pay attention: it’s quite possible under these friendly skies.

"
898,15 april 2019,leo,"If you’re surrounded by trolls and envious types, there’s only one thing to do: make them more miserable than they already are! Go ahead, live your best life and don’t worry if they’re angry about it. Take a page from the Meghan Markle play book–she’s a Leo.

"
899,16 april 2019,leo,"Financial and career matters could be vague, so don’t make any major moves today. The problem is that your emotions could get stirred up in the process. Take a deep breath and count to ten, Leo. The Sun moves into your ambition sector on Saturday.

"
900,17 april 2019,leo,"It really  is time to bust out of an old, tired groove. A series of planetary aspects between today and Saturday are going to kick you into high gear. Today mastermind Mercury glides into your house of taking chances and thinking big. Venus follows on Saturday, the same day that the Sun roars into your house of ambition and success. The sky is the limit, Leo.

"
901,18 april 2019,leo,"People will be opinionated as their egos expand to fill the room. Just let this get to you. In fact, just ignore it. It will piss ’em off even more. You have bigger things to think about, like tomorrow’s full moon. This lunation will shape your path for the rest of 2019.

"
902,19 april 2019,leo,"The annual full moon in your house of self expression asks this question: are you presenting yourself in the best possible light? Also, are you playing it too safe…or are you really ready to shine? The cosmos has this to say: shine on!! 
 
 

"
903,20 april 2019,leo,"Your motivation to succeed goes through the roof now that the Sun is in Taurus, your tenth house of ambition. This year you will be even more willing to take risks as Venus glides into your house of adventure today. This is not time to play it safe. Come on, you’re the fiercest sign of the zodiac.

"
904,21 april 2019,leo,"Not only is it time to develop your creative skills, it’s also time to go loud and proud about what you’ve already got! Don’t be shy about promoting yourself, Leo. The world id your stage and you need to be front and center.

"
905,22 april 2019,leo,"Today could be one of the most important days for you in 2019. That’s a bold statement, but it’s not everyday that the Sun conjuncts brilliant Uranus in your house of success. Either something that you’ve been working on scores big time, or you create plans that are off-the-charts amazing. Don’t let this important energy slip past you; own it.

"
906,23 april 2019,leo,"Heaven knows you’re a passionate creature, and you will feel especially charged up today! A luscious Moon-Jupiter meet-up will stoke your desire to experience even more love, fun and creativity in your life. A good thing, considering that grouchy Saturn and Pluto are telling you to make your bed, balance the checkbook and get caught up with work assignments.

"
907,24 april 2019,leo,"Sh**’s about to get real. For the past few months stern Saturn and subterranean Pluto have been telling you to get your act together. We’re talking habits, routines, your work flow, getting caught up on unfinished projects and being more efficient. Oh yes, diet and exercise are featured too. Well, Pluto goes retrograde here today, so if you’ve been ignoring him, he’ll let ya know. And did I mention that Saturn goes retrograde next week? You’ve been warned.

"
908,25 april 2019,leo,"Sometimes we fight change, especially if it’s something that we need to do within. But other times we’re like “Hell yeah, let’s do this!” Well Leo, it’s a hell-yeah kind of a day. Dive in and do what you need to do.

"
909,26 april 2019,leo,"Not everyone is going to be on board with your ideas or plans, but that’s no cause of getting all emo. Just let it ride. You seem to think that you owe it to others to give in or play by their rules. Nope. Do your own thing.

"
910,27 april 2019,leo,"This is definitely not the time to go with the flow and do things the way everyone else does them. If anything, you need to do just the opposite! But don’t try to force people to follow your example. They won’t, and that’s their loss.

"
911,28 april 2019,leo,"Nagging health issues have to go, Leo. It’s time for you to be brimming with vitality and be pain free, not to mention being taut and toned. But you may think that you’re “stuck this way”. Uh….no you’re not, so quit being a wimp and just get on with it already.

"
912,29 april 2019,leo,"“We’ve become what we repeatedly do.” So says Stephen Covey, the author of The Seven Habits of Highly Effective People. I’ve got news for you, Leo: the cosmos and Stephen Covey are working hand-in-hand. Today mighty Saturn goes retrograde in your house of efficiency and routines. You can run, but you can’t hide. It’s time to clean up your habits once and for all.

"
913,30 april 2019,leo,"Friends and team members could be acting wonky today. Some may be slacking, others could be snippy, while some may be hard to pin down. This will be annoying as the Sun is highly motivating you to get things done, which also includes having fun! The mantra for today is: rely on yourself.

"
914,1 may 2019,leo,"This is one heck of a time to align yourself with movers and shakers, Leo. You’re thinking big thanks to intelligent Mercury in the most far sighted part of your chart. Now you need to find people who share your sense of adventure. This could be in real life or online. Listen to podcasts from internet experts who can show you the way ahead.

"
915,2 may 2019,leo,"Some people get so stuck in the same old routines that they can’t see a better way, even if it’s staring them in the face. Let’s hope this isn’t you. And if you find yourself surrounded by Luddites, take a deep breath and count to ten.

"
916,3 may 2019,leo,"Yes! A sizzling Mercury-Jupiter trine is just the ticket for adding more “juice” into your life, whatever that might mean to you: sex, adventure, love, creativity, travel, a new wardrobe, culture, you name it. With a new moon occurring tomorrow in your goals sector, you might want to add “live more boldly” to your list.

"
917,4 may 2019,leo,"Okay Leo, it’s time to get moving! Today the cosmos delivers your annual new Moon in the house of ambition and success. This one is different from those of the past in that brilliant Uranus, the planet of fabulous ideas, is now in this sector. The days for talking about things are over. It’s showtime.

"
918,5 may 2019,leo,"With abundant Jupiter in your house of beauty and creativity for the first time in over a decade, chances are you want to live a more gorgeous life. Nothing wrong with that! Just make sure that you’re doing this for you, not for other people. Trying to keep up with the Kardashians will just make you broke and frustrated. Be your authentic self.

"
919,6 may 2019,leo,"You are becoming more focused than a laser beam, Leo. The fiery Sun and Uranus, planet of genius, are in your house of goals, ambition and success. A new moon took place there a few days ago. And today shrewd Mercury zips into this sector. What can I say? You’re going to be like a steam roller. Nothing is going to get in your way.

"
920,7 may 2019,leo,"Pay attention to details, Leo. If you don’t, they’ll trip you up. You have magnificent planetary activity in the most ambitious part of your chart, and you’re thinking bigger than ever. But a stern Saturn-Venus aspect warns that at some point, you need to get down to the nitty gritty.

"
921,8 may 2019,leo,"Yaasss!! A wild and woolly Mercury-Uranus meet up puts rocket boosters on your plans for the future. These two brainiacs hold a powwow in your house of ambition and success. Considering that Uranus is the planet of genius and acts unexpectedly, just about anything can happen. Hope you’re ready!

"
922,9 may 2019,leo,"Don’t let anyone tell you that “it can’t be done.” With a bevy of planets inspiring you to take charge of your life and chase after your wildest dreams, no doubt there will be some naysayers in your midst. Heck, some of the doubts may even come from you. Let them go, because nothing is going to get in your way.

"
923,10 may 2019,leo,"People may try to take advantage of your cooperative, laid back manner. You’re in a visionary place these days, usually able to overlook infractions. But today they could push you to the point where you say, “enough is enough.”

"
924,11 may 2019,leo,"You should be feeling more strategic than a five-star general these days. The mighty Sun trines disciplined Saturn, a wonderful aspect for gaining control of all areas of your life. This is a theme that is going to run all throughout 2019, but the upcoming week is especially potent.

"
925,12 may 2019,leo,"It certainly is sweet to be you, Leo. With the Moon in your sign blowing kisses to charismatic Venus in the house of beauty and creativity, you are one magnetic creature. So head out the door and make everyone suffer as they witness your awesomeness. Of course, you already knew that you’re awesome, but it’s always nice when the cosmos backs it up.

"
926,13 may 2019,leo,"This is a super week for making progress with the items on your bucket list, whatever they might be. With the authoritative Sun in your house of ambition and determined Pluto kicking butt in your efficiency zone, momentum starts to build today and intensifies all week. I almost feel sorry for anyone who tries to slow you down.

"
927,14 may 2019,leo,"There’s an important saying which I think is true: “you become like the five people you associate with the most.” Considering that this is Mars’s last day in your house of friends and colleagues (and it won’t return for two years), it’s a good time to consider your circle. If the people in your world aren’t cooperative, or they disrespect you, it’s time to move on. But you’ll be doing this quietly; no big announcements will be made.

"
928,15 may 2019,leo,"Stealth aircraft is designed to move at fast speeds without being detected by conventional radar. And that’s what you’re going to become, Leo: a stealth warrior who leaves no tracks! That’s because Venus glides quietly into your house of ambition and success, while high octane Mars tiptoes into the house of secrecy. Seriously, you are going to become a force to contend with. Except that everyone around you will be clueless as to what you’re up to–for awhile, anyway.

"
929,16 may 2019,leo,"Don’t be surprised if you find yourself saying, “There’s got to be an easier way to do this.” With Pluto and Saturn retrograde in your house of becoming more efficient, you’re currently on a quest to streamline your life. Ask yourself this question: “what part of my life frustrates me the most?” Then figure out how to simplify and de-stress it.

"
930,17 may 2019,leo,"Let’s face it, we can get into ruts when it comes to having fun! If you’re stuck in the pizza and Netflix groove, for instance, why not bust out of it? Maybe you should try rock climbing or going to the science museum. Optimistic Jupiter is in a creative mood, ready to try anything. So should you.

"
931,18 may 2019,leo,"Some exciting energy is percolating below the surface, and it’s coming to a head. The full moon in Scorpio tonight will help wrap things up. Even though this lunation occurs in your domestic sector, your career and other big goals are highlighted. Eccentric Uranus could throw a happy surprise your way, and the end result will be contentment and a greater sense of security.

"
932,19 may 2019,leo,"From your chart it appears that you need to take much better care of your body, Leo. You need more sleep, a more disciplined exercise routine and less stress in your life. You’re about to enter a more social period very soon, one in which you’ll be meeting a lot of people. Recharge your batteries now.

"
933,20 may 2019,leo,"Your imagination may be getting the better of you, courtesy of a wonky North Node aspect. Stick with facts and figures and avoid speculation. If you need someone’s opinion, wait until the Sun enters your house of friends and mentors on Tuesday.

"
934,21 may 2019,leo,"They say that people make the world go round, which is news to Copernicus and Galileo but not to you! Today the fiery Sun and lively Mercury enter your eleventh house of friends and networking. Friends, acquaintances, club members and colleagues will be your key to success and enjoying life over the next month. Don’t be too proud to ask for help or advice if you need it, Leo. Mentors are all around you.

"
935,22 may 2019,leo,"Some interesting career news could come your way, and it has a hush-hush vibe to it. Maybe it’s the opportunity to interview for a job. Perhaps it’s industry intel that’s valuable. Or maybe you come up with an idea for an entrepreneurial venture. With energetic Mars active in the house of research and secrecy, dive right in.

"
936,23 may 2019,leo,"Don’t rush in where angels fear to tread, Leo! Use your Spidey sense to determine if a particular plan, idea or person is worth it, but don’t take action just yet. Besides, old fears from the past could crop up which will make you question yourself. It’s a mixed up day of aggression and fear, which means that it’s NOT a good time to make any decisions.

"
937,24 may 2019,leo,"Give someone an inch, and they’ll take a mile? It could happen today, Leo. Unless you want to get dumped on, set up some boundaries. If not, people will be all too willing to let you do all the heavy lifting. Let them do their own fair share for once.

"
938,25 may 2019,leo,"Jupiter is in the most creative, romantic part of your chart—-and it’s practically screaming at you to have more fun! It winks at the Moon in your house of serious love, so if you have a partner, then make this a special weekend. If you don’t, you could meet someone who’s a keeper.

"
939,26 may 2019,leo,"It’s critical to be around people who share your values, Leo. A Sun-Chiron aspect encourages you to spend more time with people who are forward thinking. A wise man once said, in a nautical metaphor, that people are either anchors or motors. They can pull you down or propel you forward. Make the right choice.

"
940,27 may 2019,leo,"Everyone thinks that Leos are slinky, feline and sexy. What they fail to realize is that you can suffer from self-image problems just as much as anyone else. That may have been happening lately, due to some dicey cosmic energy. But an inspirational Neptune aspect helps put you back on course: fierce, independent and full of life. Oh, and sexy too!

"
941,28 may 2019,leo,"It may be hard to see the good in people today, Leo. With the Moon in Pisces, you may be more emotional than usual. On the other hand, you may be dead-on accurate: these people could be downright scum! But is it worth getting all worked up about it? Don’t you have better things to worry about?

"
942,29 may 2019,leo,"Just because someone is a trusted friend or colleague doesn’t mean that they need to know every bloody thing about your life, Leo. Nor do you need to know everything about them. Balance is needed right now within your relationships. You have enough of your own drama to deal with; you don’t need to indulge in anyone else’s.

"
943,30 may 2019,leo,"Leos love the luxe life, there’s no doubt about that. But according to your chart you need to rein in your spending. A good way to go is to adopt the principle of minimalism: buy and own very little, but make sure it’s top quality and chic. That way you still keep that regal mojo going without being broke.

"
944,31 may 2019,leo,"Things that seemed impossible not too long ago are somehow looking a lot more real, Leo! A lovely Venus-Neptune trine is inspiring you to take another look at what you think you’re capable of. Two upcoming eclipses in July will shake you out of the past and into a new future. Start getting ready now.

"
945,1 june 2019,leo,"Self assurance is an attractive quality, and it’s time for you to develop more of it. Recent events may have made you feel like more of an alley cat than a fierce feline. But with charismatic Venus in your house of authority, you’re starting to get your old mojo back. Hallelujah.

"
946,2 june 2019,leo,"You’re on the verge of making a major decision about your life’s path, Leo. This could be in any area. The good news is that transformative Pluto and mature Saturn are doubling down in the most practical part of your chart, so the choices you make will be good ones. You deserve to live a more beautiful life, something that you’re starting to realize.

"
947,3 june 2019,leo,"You’re entering into quite an independent period, one in which you’ll be carefully selecting who you associate with. The new moon occurs in your house of friends and networking. Usually this kind of lunation makes you want to hang out with everyone and just enjoy life. But this year a Saturn-Venus trine indicates that you will only be letting practical, drama-free people into your circle. Jealous frenemies and divas need not apply.

"
948,4 june 2019,leo,"Sshhh!! Shrewd Mercury is now in your twelfth house of intuition and secrecy. Zip your lips and say as little as possible, even to people you trust. Red hot Mars also happens to be in this sector, and that blabbermouth has a hard time keeping its mouth shut. But it’s imperative to do so. Instead, do as much behind the scenes research as possible. The next three weeks are also awesome for doing inner work.

"
949,5 june 2019,leo,"Your mind could be way  too overactive today, courtesy of high octane Mars lining up with the passionate Moon. Your subconscious mind could stir up all sorts of wacky stuff, some of which may be based on reality and some not. Wait til Friday to act on any psychic hits you receive or decisions you need to make.

"
950,6 june 2019,leo,"Your sign is quite familiar with the idea of wielding power quietly. The other signs may think that you’re flamboyant and always showing off how fierce you are. But they forget that a cat like you likes to stalk its prey, remaining hidden in the shadows until the time is right….and then you pounce. It’s that kind of a day, Leo! Stay low to the ground, say little and just observe.

"
951,7 june 2019,leo,"Your confidence gets a boost as sparkling Uranus sends some mojo your way. This is a smart time to use both sides of your brain: the logical left side and the conceptual right. They’re both working together (instead of fighting) so you’ll be able to feel good about yourself and life in general.

"
952,11 june 2019,leo,"They say that flattery will get you everywhere, but is that really true? Uh, from your chart the answer is no, at least for the next 48 hours. So be wary if people are kissing up too much. And don’t go down that brown nosing path yourself.

"
953,12 june 2019,leo,"Tap into your intuition today, that mystical source of wisdom. From your chart it appears that you need some down time. There are plenty of people around you who can and will proc=vide sage advice, but right now it needs to come from within.

"
954,13 june 2019,leo,"Make sure that you pitch in and help, even if you don’t feel like it! A Sun-Pluto aspect promises that if you do, it will come back to you. People need to know that you’re willing to be a team player. This is a recurring theme in your chart over the next few months, so get used to it.

"
955,14 june 2019,leo,"Things are looking up for you but you can’t really see it. You’re so bogged down in your day to day reality that some of the passion for living has left you. Don’t worry–good times lie ahead. When the full moon arrives on Monday you’ll start to feel lighter.

"
956,15 june 2019,leo,"You are on the verge of physical and mental burnout, and you simply can’t keep pushing yourself like this. All the more reason to kick back and relax this weekend. But taking a day off here and there won’t be enough: you need some serious R&R, something that the July 3rd eclipse will help you do.

"
957,16 june 2019,leo,"Leave your cares behind, Leo. You are a fixed sign. As a result you can dig into a problem like a lion tearing a zebra apart for dinner. And then you can chew on the damn bones for a few days. Let things go. Otherwise your health will be negatively impacted. Namaste!

"
958,17 june 2019,leo,"It’s time to stop diddling around and wrap up a creative project if some kind. And while you’re at it, you need to figure out what’s going on in your love life. A full moon occurs in your house of romance and talent, but foggy Neptune is making things way too nebulous. When the Sun enters cancer this Friday your intuition will provide you with the insight you need.

"
959,18 june 2019,leo,"Your Spidey sense is right on target today, but you’re in a practical mood as well. So take those psychic hits and run with them. Tomorrow the mood changes quite a bit, so seize the moment.

"
960,19 june 2019,leo,"It could be harder than hell to keep your mouth shut as people will be playing head games and trying to push others around. It’s a “take a deep breath and count to ten” kind of a day, Leo. Your intuition could be off too, so don’t even think of relying on it. But once the Sun rolls into cancer on Friday, your psychic skills will increase, and you’ll be able to put trolls in their place.

"
961,20 june 2019,leo,"Someone might have on their bossy pants, and it could come as a surprise. Hey, it could be you who decides to fight back against something or someone that’s annoying you! However, you might want to hold off until next Wednesday, when loquacious Mercury enters Leo. 

"
962,21 june 2019,leo,"Leo, you are entering one of the most cleansing, transformative periods of your life. The Sun enters Cancer, the most psychological part of your chart. Neptune starts to retrograde in Pisces, yet another sector that governs your mental well being. Over the next four weeks your thoughts, feelings and habits will go under a cosmic microscope. Get ready to do some serious inner work.

"
963,22 june 2019,leo,"Yum. The weekend is looking steamy and passionate thanks to the Moon in Pisces. Sure, you could spend the weekend in the boudoir. But this is also your house of the occult! Maybe it’s time for a psychic reading or a session with a shaman.

"
964,23 june 2019,leo,"Loved ones could be flaky as hell, not being able to make up their minds about the simplest things. There could also be some petty disagreements and jealousy going on. Don’t sweat it; this is a temporary cosmic storm which will be over within 48 hours. When Mercury enters Leo on Wednesday you’ll be able to talk to these people and get to the bottom of things.

"
965,24 june 2019,leo,"Your emotions could be going all over the place, and as a result it could be hard to make decisions. There could be a lot of good options out there, and you may not be able to see them due to your brain fog. Clear that up and you’ll be in a much better spot.

"
966,25 june 2019,leo,"A Moon-Chiron aspect may be shaking up your confidence, but this won’t last long. Recent events have made you wait sensitive and wary. Once strategic, logical Mercury enters your sign tomorrow, you’ll feel that old mojo coming back!

"
967,27 june 2019,leo,"Some surprising career news could come your way, and this is a good thing. Your track record speaks for itself and people have taken notice. This energy carries into the weekend so be ready to show off your talent.

"
968,28 june 2019,leo,"Maintain some balance between all of your responsibilities and activities, Leo. An eclipse is coming next week that will test the limits of your physical and emotional health. If you’re overdoing things, the cosmos os going to deliver a wakeup call.

"
969,29 june 2019,leo,"You may be used to impressing others with your fierce attitude and refusal to settle for less. After all, you are the king or queen of the jungle! But today you’ll be able to dazzle others with your logic and ideas. Don’t be afraid to show the world this side of your persona.

"
970,30 june 2019,leo,"A friend or lover may be heading down a path that’s not right for them. Speak to them about this, even if they don’t seem to welcome your opinion. Eventually they will realize that you were right, and that you had their back.

"
971,1 july 2019,leo,"Yeah, baby! Leo season is three weeks away but the cosmos is starting the party early. Mars rolls into your sign today, getting you charged up and focused on your deepest desires. Intelligent Mercury is already there, so start creating that bucket list for the year ahead.

"
972,2 july 2019,leo,"Feeling like a sexy secret agent? Or maybe you feel the energy of a mystical Taoist warrior-monk. Perhaps you’re ready to pull away from people and quietly plan your next coup. Blame it all on Venus, which is entering the most secretive part of your chart. Sshhh!!

"
973,3 july 2019,leo,"Some seriously big things are happening behind closed doors, Leo. I’m referring to the inner sanctum of your mind, which is bolted shut so that the outside world can’t get in. A powerful solar eclipse in Cancer is telling you to stop, slow down and reconsider all the aspects of your life. If anything or anyone is making you unhappy, then get out the pruning shears and start cutting. It may be painful, but so is living a life that isn’t authentic.

"
974,4 july 2019,leo,"Releasing the past and any negativity that currently exists in your life is not an easy task. That’s what yesterday’s solar eclipse was all about, and today you might be feeling out of sorts. It’s not your karma to deal with crappy emotions, people and situations, Leo. The sooner you realize that the faster you’ll be able to move on and feel better.

"
975,5 july 2019,leo,"Yaasss! The Moon is in Leo and it’s time to have some fun. Optimistic Jupiter is smiling from your house of creativity, telling you to try something different when it comes to relaxing and enjoying life. Sometimes we get into ruts when it comes to our “playtime”. Get out of the old sandbox and into a new one.

"
976,6 july 2019,leo,"Mercury is going to go retrograde tomorrow in your sign, which means that you’ll have a lot of thinking to do over the next two weeks. Today is a smart time to consider your habits and routines as the Moon is in organized Virgo.   You’re going to need a strong foundation in the months ahead. Might as well start now.

"
977,7 july 2019,leo,"Your birthday season is not far off, and Mars and Mercury are already in Leo. This is great for motivation and thinking things through. It just so happens that Mercury begins to retrograde today, a situation that will last through the 19th. Use this energy to rethink your plans. Have your values changed? You’re going through an amazingly metamorphic chapter, and your idea of what’s important could be altered dramatically.

"
978,8 july 2019,leo,"There are changes afoot with your career, and you may be torn between two (or more) paths. One of the best things that you can do is to use your intuition for guidance. This will mean quieting your mind through meditation or a long walk in nature. A good psychic could also provide you with guidance.

"
979,9 july 2019,leo,"You could find yourself in a situation in which things simply aren’t adding up. Don’t drive yourself crazy trying to figure it all out, because that won’t happen today. But by Thursday things should become crystal clear.

"
980,10 july 2019,leo,"You could be highly inspired to take better care of your inner world, Leo. Your sign is famous for being image-conscious but there’s more to life than that. Do whatever it takes to heal your psyche and become more balanced.

"
981,11 july 2019,leo,"You’re tired of feeling like other people are in control of your life and you may rebel. This is your choice, of course. But with so much planetary energy going on in your confidential twelfth house, you could also pull away and plot your escape!

"
982,12 july 2019,leo,"Oohhh, what a luscious weekend you have ahead! Glam Venus is in Leo and it winks at the passionate Moon. This is a great time for shopping and pampering yourself. It’s also well suited for socializing, flirting and going out on the town. Enjoy.

"
983,13 july 2019,leo,"A lucky meeting of the Moon and Jupiter could bring a happy event in romance. Creative projects also soar, to the point where you might think that things are happening too easily. Listen, not everything in life has to take forever or be full of angst. Some times they just flow….and you deserve that.

"
984,14 july 2019,leo,"Playing by the rules may sound like a good plan, and no doubt other people want you to believe that. But do you think that it’s going to take you where you want to go? Don’t be afraid to break a few expectations that others have. They’ll survive, trust me, and you’ll be a heck of a lot happier.

"
985,15 july 2019,leo,"Just one more PUSH!! Yeah, that’s right….give something you’ve been working on a little more muscle today. That’s because tomorrow’s lunar eclipse occurs in your ultra efficient house of getting things done. Today the passionate Moon is in a great position to help you hammer out those last few things that need to happen. Then get a bottle of bubbly, because you deserve to celebrate your hard work.

"
986,16 july 2019,leo,"The big theme for Leos this month is bringing things to an end: health issues, toxic relationships or jobs, procrastination, sloppy habits, all of the things that make us feel off balance. Today’s lunar eclipse is the wrap-up to what may have been lots of effort on your part to get your act together. Kudos! Make sure you lock in new habits and routines, though—old unproductive ones die hard.

"
987,17 july 2019,leo,"Yesterday’s lunar eclipse was all about creating better habits and systems that will make you more efficient. Problem is, Venus–the planet that likes to take the easy route–is whispering in your ear that it’s OK to keep doing things the same old way. No, it’s not! Hey, that’s how procrastination works. Take things one day at a time and you’ll see improvement.

"
988,18 july 2019,leo,"It’s a sexy, sultry day, a good time to get in touch with your inner lioness or lion! With glamorous Venus and amorous Neptune in fine form, it’s also wonderful for pampering and canoodling. Go ahead, indulge yourself.

"
989,19 july 2019,leo,"You’re such a fierce and proud individual that many people assume you’ve got your mental act together, 100%! The reality is that you have fears, sorrows and negative thought patterns, just like everyone else. Mercury retrogrades into the most psychological part of your chart today, encouraging you to “take a look under the hood”, as it were. Probe the corners of your mind for weaknesses and root them out. Your birthday season starts in a few days; it’s time to feel lighter and happier.

"
990,20 july 2019,leo,"Deep down inside you know that things need to change. So why are you fighting it? Uh, maybe it’s the Venus-Pluto opposition in the heavens. Venus likes to take the easy route, whereas Pluto takes a scorched earth, take-no-prisoners path. Somewhere in between there has  to be a happy medium. Find it and start your journey.

"
991,21 july 2019,leo,"OK Leo, in 24 hours the Sun will be in your sign and the party can start. But for now you need to do one last thing, and it’s important. The authoritative Sun and intelligent Mercury line up perfectly in your house of closure and transition. Commit to walking away from situations and people that may be bringing you down. Decide to make a daily habit of performing the kind of inner work that will bring you peace and comfort. Namaste.

"
992,22 july 2019,leo,"YAASSSS!!!! Your birthday season is officially here as the Sun enters Leo. Truth be told, the past year hasn’t been an easy one. But you can make up for it, as high octane Mars is already in your sign and Venus arrives this Saturday. There is a determination about you that is unstoppable, and people around you sense it. You are so  ready to leave the past behind, so whip out the bucket list and write down some new adventures to embark upon!

"
993,23 july 2019,leo,"Your birthday season starts off with a bang! Red hot Mars is in Leo and it forms a terrific aspect with the Moon, which is in the most adventurous part of your chart. What can I say? It seems that the cosmos is encouraging you to take some chances and live a bolder lifestyle. You’re a fixed sign, which means that change doesn’t always come easy. But once Venus enters Leo this weekend, things will flow.

"
994,24 july 2019,leo,"Ready, set……stop? The Sun just entered your sign 48 hours ago and no doubt you’re ready to rumble. But Venus and Mercury decide to hold a secret meeting in the most hush-hush, thoughtful part of your chart. So don’t feel bad about pulling away and spending some time alone as you ponder what to do next, or who you want to be. There is a strong cosmic push urging you to be authentic in all areas of your life.

"
995,25 july 2019,leo,"You are entering an incredibly creative and fun-loving phase, Leo! Yes, the Sun just entered your sign the other day, but that’s not the only reason why things look so enticing. Red hot Mars is in Leo too, and today it forms a fabulous aspect with abundant Jupiter in your house of enjoying life. You’ve been toiling away in the shadows for too long. Live a little!

"
996,26 july 2019,leo,"YAY!! Lively Mercury is now in Leo, and this is a good thing. You have a lot  of thinking to do about your future, probably more than you’ve had before in your adult life. Start contemplating what your next moves will be as there is a game changing solar eclipse arriving on July 3rd.

"
997,27 july 2019,leo,"Oh, the good news just keeps on coming for lions. The Sun entered Leo a few days ago, joining gung-ho Mars. And today luscious Venus joins them. It’s always a good thing when Venus is in your birth sign because it sets the stage for creating a brand new image. Remember how the Cowardly Lion got all dolled up when he reached the Emerald City? It’s time for you to revamp your look.

"
998,28 july 2019,leo,"The Sun, Mars and Venus are all in Leo and they’re acting like a team of cheerleaders. ” 1 2 3 4, let me hear you stomp the floor! 5 6 7 8, Leo’s here and she can’t wait!” Yup, it’s birthday season and there’s nothing holding you back. Even Chiron, the Wounded Healer, is in the mix, telling you to stop selling yourself short.
 
 

"
999,29 july 2019,leo,"The Sun is in your sign and you’re feeling fine. So fine, in fact, that you won’t feel like taking crap from anybody. But that doesn’t mean that everyone is on Team Leo.  A boss, client, authority figure or a smug wannabe may try to burst your shiny red balloon. Don’t let this upset the balance of your precious chi. Shake that mane and sashay off into the sunset instead.

"
