Date,Sign,Text
1 september 2019,aries,"Changes are coming and they’re good! You might be a bit surprised by what happens at home and at work, but you’ll be pleased with the end result. Romantic matters may also take an interesting turn. With serious Saturn by your side, all of these changes have long lasting effects.

"
2 september 2019,aries,"Does might make right? You could be quite forceful today, thanks to the fiery Sun meeting up with aggressive Mars. Just don’t offend people with your opinions and actions. And remember: many things in life take time to gel. Push too hard, too fast and you run the risk of messing things up!

"
3 september 2019,aries,"Reality check! It’s all about actions and not words as Mars and the Sun light up the most practical part of your chart. Your word is your deed, and that goes for others as well. If anyone is blowing smoke in your direction you either need to ignore them or tell them to get the hell out of fantasy land.

"
4 september 2019,aries,"No one is going to be able to make a decision today. People won’t be direct. If anything, there will be airy-fairy statements and even downright obfuscation. So will anything of substance be accomplished? Probably not, if you’re depending on other people to do their share. Which is all the more reason why you should just do your own thing and forget about them.

"
5 september 2019,aries,"There’s reason that a ram is the animal associated with your sign: they’re unstoppable, plowing through any obstacle in their way. A powerful Mercury-Saturn aspect recommends that you choose tour most important goal and go after it. People may put you down, giving you their unsolicited opinions, but that won’t stop you. Onward and upward!

"
6 september 2019,aries,"You are one of the most focused signs of the zodiac, which is great–unless you start going through your days with tunnel vision. So continue pushing hard but make sure that you’re giving your actions some thought. Otherwise you’re going to be like the proverbial hamster on the wheel.

"
1 january 2019,taurus,"Welcome to a brand new year, Taurus! Love and money are two of the biggest areas of interest for most people. Fortunately for you, the planets are lining up to deliver both your way. 2019 promises to be a big year for developing wealth and finding long-lasting love.

"
2 january 2019,taurus,"2019 is your year for taking risks! And the good news is that the Sun forms a terrific aspect with disciplined, mature Saturn in your house of busting out of a rut. This means that you can make far-reaching, almost revolutionary decisions…..without doing something completely stupid.

"
3 january 2019,taurus,"Touchy, touchy! Your feelings could be easily hurt with a Mercury-Chiron square. Don’t assume that everyone has it out for you. They don’t, and you’ll be feeling much better by Friday.

"
4 january 2019,taurus,"Energy is building in your ninth house of optimism and new ways of thinking. It says if the windows of your mind are being opened up and the fresh breeze is blowing through. Mercury arrives here today, so your brain should be popping with some interesting ideas.

"
5 january 2019,taurus,"You don’t need anyone’s approval to live your life your way. But it’s nice, isn’t it, when other people support you? A sweet Venus aspect will help you realize that people may have your back. And some who were doubters may actually change their minds!

"
6 january 2019,taurus,"NOTHING is going to hold back the bull!! A sizzling solar eclipse in your house of adventure and optimism kicks open new doors. Over the next six months you can make things happen that seemed like pipe dreams before. But don’t rush in too quickly. Your intuition is high, thanks to Uranus going direct today. Use it to your advantage.

"
7 january 2019,taurus,"Venus, planet of both love and  profits, glides into your house of love and money today. This is the cosmic equivalent of peanut better and jelly or mac and cheese. Over the next three weeks you can build your net worth, self esteem and love life.

"
8 january 2019,taurus,"Your fertile little brain could dream up all sorts of wild scenarios today due to a Mercury-Mars square. But are you overreaching? Maybe. That said, don’t let anyone talk you out of something that is important to you. Just make sure that you have considered all of the pros and cons first.

"
9 january 2019,taurus,"You could be privy to some behind-the-scenes stuff that could alter your future path. Keep it to yourself for now. Then wait until Saturday, a smart time to quietly take action.

"
10 january 2019,taurus,"Does that “platonic” friend want to be more than that? Could be, thanks to a Moon-Neptune connection! It’s also possible that a friend could play matchmaker for you. Already attached? Then today’s energy is good for talking about your shared values and making future plans.

"
11 january 2019,taurus,"Big ideas can take flight, but only if you’re willing to do a lot of homework about them first. Today’s Sun-Pluto aspect is perfect for digging deep. It’s fun to be free and adventurous, but even grand adventures should have some  research done in advance.

"
12 january 2019,taurus,"Don’t be surprised if you are demanding privacy and quiet this weekend, Taurus. It’s a wise idea to tuck yourself away and recharge your batteries. Next week could be busy at work and social too. Besides, you may be on the verge of making some big decisions.

"
13 january 2019,taurus,"The planets are pushing you out of your comfort zone, and this is a good thing. What’s not good is that others may be jealous or concerned about the decisions you’ll be making. Keep your own counsel.

"
14 january 2019,taurus,"You’re game for just about anything these days, and that’s a good thing. The people in your midst could be a wonderful source of inspiration for you. Pay attention to what they have to say, because their advice could be life changing.

"
15 january 2019,taurus,"Expanding your mind is quite important, so important that ancient astrologers devoted an entire sector to it. Today and tomorrow you should be considering this. Going back to school, meeting new people, foreign travel, taking chances…all of these will help you grow. The problem is: which one to start with first?

"
16 january 2019,taurus,"You’ve never been one to back down from challenge, that’s for sure. There are some interesting new opportunities that are coming your way. Do you have what it takes to run with them? Hey, you’re a bull. Of course you do.

"
17 january 2019,taurus,"Hold onto that wallet, Taurus. Swag and luxury items may be calling your name. But a tough lunar aspect recommends that you don’t spend any money right now. That said, over the next two weeks you can make progress when it comes pulling in more cash. Earn it before you spend it.

"
18 january 2019,taurus,"You should be feeling more than ready to bust out of a rut, Taurus. Vivacious Mercury and transformative Pluto meet up in your house of taking risks. You’re in a good position to put yourself out there without doing something stupid! Will fears crop up? Yes, thanks to Uranus acting out. But that doesn’t mean you shouldn’t take action.

"
19 january 2019,taurus,"
Your brain could be feverishly trying to work things out today. But don’t come to any snap decisions. Once the mighty Sun rolls into Aquarius tomorrow, you’ll be in a much better place to take action.

"
20 january 2019,taurus,"
The independent Sun enters the most ambitious part of your chart, helping you pursue your heart’s desire. But make sure that it’s YOUR heart that desired certain things. A venus-Neptune square indicates that other people may try to sway you into their way of thinking.

"
21 january 2019,taurus,"
Put family and residential matters to rest. Today’s lunar eclipse in your domestic sector demands that things need to be wrapped up. This could be anything from settling a family argument to moving across the country.  It could mean cohabitating with a lover or deciding to start a family of your own. It’s time!

"
22 january 2019,taurus,"
Yum! Venus and Jupiter, the two most delicious planets, meet up in your house and sex and intimacy. Need I say more? Uh, actually I can. Both of these orbs govern profits too, and this house happens to govern your net worth.

"
23 january 2019,taurus,"
Something unexpected could happen that will burst your little balloon. It could be a remark that someone makes. Maybe it’s a roadblock that crops up. Perhaps it’s a fear in your own mind. But this is just a temporary hiccup, nothing to be concerned about. By tomorrow that balloon is full of air again!

"
24 january 2019,taurus,"
Levelheaded Mercury sails into your tenth house of ambition and success today, opening up a three-week period in which you can make a lot of progress. Your intuition and creativity are extremely strong, so tap into your own well of wisdom.

"
25 january 2019,taurus,"
Old habits–the kind that aren’t helpful– could trip you up if you’re not careful. Keep an eye out for toxic people too, the type that shouldn’t be in your environment. Today may not be the best for creating new habits, but it’s a good time to take stock.

"
27 january 2019,taurus,"
Someone may have their bossy pants on today, and I hope it isn’t you. Make sure to play nice with others. And if someone else is acting obnoxious, back away carefully.

"
28 january 2019,taurus,"
Other people make try to persuade you to do things their way. But if a little voice inside your head is saying “I don’t think so”, pay attention. Your intuition is quite sharp right now. Use it to your advantage.

"
29 january 2019,taurus,"
This is truly one of the best days in 2019 to make progress with a big goal. The authoritative Sun meets up with shrewd Mercury in your house of ambition and success. Brainstorm away! 

"
30 january 2019,taurus,"
You could feel quite passionate about something or someone, and this is a good thing! Pour that desire into a worthwhile relationship or venture. People need to witness all of that beauty hiding inside of you.

"
31 january 2019,taurus,"
What a nice mix of energy the cosmos has for you today. It’s a bit of an oxymoron but it works. First, serious Saturn is active in your house of adventure and pushing past boundaries. It forms a perfect angle with inspirational Neptune. So….go for it! Saturn is usually a buzzkill here but with Neptune’s help you can rock it.

"
1 february 2019,taurus,"
Trying to ram your opinions down someone’s throat will backfire, so don’t go there. And steer clear of blowhards who are trying to do the same to you.  Your mind is sovereign territory–yours and yours alone.

"
2 february 2019,taurus,"
Sometimes we hold on to ugly old dramas and fears for years. Then other times we can let them go with lightning-like speed. Today is fabulous for releasing emotional junk in a rapid manner. It’s a good thing too, as your life is just about to get a lot more interesting.

"
3 february 2019,taurus,"
Let’s face it, things in life don’t always go our way. But you’re luck changes for the better now that magnetic Venus is in your house of optimism and adventure. It’s not your karma to suffer.

"
4 february 2019,taurus,"
Impressing decision makers becomes a heck of a lot more easy, thanks to today’s new Moon in your house of ambition. You always have a new Moon in this sector around this time of year. But this one is different. The cosmos is encouraging you to take chances, the kind of chances you never would’ve dreamed of before.

"
5 february 2019,taurus,"
Life’s too short to drink cheap beer, date boring people or work in a soul sucking job. It’s time to inject some passion into your life, Taurus….stat! A Moon-Mercury conjunction will prompt you to think about the kinds of changes you’d like to make.

"
6 february 2019,taurus,"
This is a smart time to hook up with a mentor, or a friend who has been down the same path. Yes, you’re quite capable of doing everything by yourself. Yes, you’re determined. But it doesn’t hurt to hear what others have to say.

"
7 february 2019,taurus,"
Believe it or not, luck may be on your side….in love AND money! It’s always a good thing when the Sun forms a happy aspect with Jupiter, and that’s what happens today. Career matters, romance and investments could all take off within the next week.

"
8 february 2019,taurus,"
Push hard behind the scenes, but don’t let anyone know what you’re up to. It’s so much more fun that way. Because when you end up pulling off a major coup, you can enjoy the look of shock and awe on everyone’s face. 

"
9 february 2019,taurus,"
Big plans or dreams could change suddenly, but this is not a bad thing. Actually it’s beneficial. Smart little Mercury is in the mood to change things up so that they suit you better.

"
19 february 2019,taurus,"
Things get livelier now that chatty Mercury is in your house of networking and friendship! Make more plans with the tribe. Lend a hand to a worthy cause. Find people who share your hobbies and outlook on life. When the Sun enters this house on the 18th, it’s all systems go, Taurus.

"
10 march 2019,taurus,"
Your self assurance is rising thanks to Saturn being active in the most optimistic, forward thinking part pf your chart. Just don’t get carried away with yourself. It’s a smart time to run your ideas past people you trust.

"
11 march 2019,taurus,"
Take a look back at the past six months of your life, Taurus. What has worked out? What hasn’t? A terrific Saturn-Moon aspect will provide you with the optimism and wisdom to chart a happier new course. 

"
13 march 2019,taurus,"
This is one of the most expansive days of the year for you, bull! It’s time to start connecting with new people who have fresh ideas. (This includes lovers, by the way.) Some of these folks will be in your life for years to come, and they can change your situation profoundly.

"
14 march 2019,taurus,"
You can be at your most persuasive best thanks to a Mercury-Sun connection! Use this power especially to rally the troops, whether it’s your kids, colleagues or tribe. It’s also an auspicious day for crushing it on any kind of tech venture, such as social media or an online presence.

"
15 march 2019,taurus,"
 You could find yourself in a highly philosophical mood today. And chances are, you’ll realize that your ideas are totally different than those of your friends and family. Which is fine. You are a unique individual and your ideas are your own.

"
16 march 2019,taurus,"
Your sign is famous for being stubborn, which obviously means that you can get stuck in a rut. But a happy Mercury-Pluto aspect today is pushing you to live la vida loca!  You don’t need anyone’s permission for this either.

"
17 march 2019,taurus,"
It’s time to be a lot pickier with the people you hang out with, Taurus. This may sound ruthless or cold, but so it is. Mercury is retrograde in your house of friends and colleagues. It’s a smart time to consider who really has your back.

"
18 march 2019,taurus,"
Leo moon encourages you to chill out and relax a bit. Over the next four weeks, you need to recharge your batteries. If you push too hard, you’ll be dealing with the law of diminishing returns: less will be accomplished and you’ll get burned out.

"
19 march 2019,taurus,"
Red hot Mars is tearing a swath through your sign, encouraging you to bust out of an old groove and into a new one! But with the Sun getting ready to enter the most thoughtful, confidential part of your chart, you’ll be wise to slow your roll. Think things through first.

"
20 march 2019,taurus,"
There’s some real funky energy going on! Saturn and Pluto are high-fiving each other in your house of living big and taking chances. But the Sun quietly glides into Aries, your twelfth house of secrecy, slowing down and thinking things over. Hey, you can do both: plan some Fabulous Escapades but keep them hush-hush.

"
21 march 2019,taurus,"
That’s a wrap! The full moon in Libra pushes you to finish things up, especially the annoying stuff: your income taxes, cleaning out junk drawers, or that pile o’ papers on your desk or e-mails that need to be deleted. Sayonara, baby. Move on with a lighter mind and a sense of accomplishment. 

"
22 march 2019,taurus,"
There’s some pretty powerful stuff going on in your subconscious mind. The    Sun meets up with Chiron, the wounded healer. Old memories, fears and even sorrows could come back to you, but this is a cleansing process. Let them wash away like waves receding from the shore.

"
23 march 2019,taurus,"
Feel like a bucking bronco, or bull? Yeah, no kidding! A Moon-Uranus opposition could make you see red, especially if someone is giving you any flak. Tomorrow is a much better time for teamwork so hide yourself away today with Netflix and some vino.

"
24 march 2019,taurus,"
A lovely Mercury-Neptune aspect could inspire you to give your energy and time to a worthy cause. If you’re not already involved in a charity or volunteer effort, think about where you could make a difference. Besides, it’s always a bonus to be around like minded people.

"
25 march 2019,taurus,"
There is a lot of cosmic activity right now in your friends and networking sector, so you may be buzzing about. But today you might want to pull away from the crowd a little bit. A Sun-Moon aspect recommends that you give some serious thought to matters of the heart and money.

"
27 march 2019,taurus,"Something unexpected but rewarding could occur with a friend, mentor or team member. Meeting new people is in the stars, and this includes a lover! Don’t be surprised either if you’re asked to join a group of people who know how to live life to the limit. Say yes.

"
31 march 2019,taurus,"You’re a grounded soul, always concerned about creating stability. Today red hot Mars enters your house of ritual and security, so you should be pleased. Creating a bigger income is in the stars. Your best bet for making more? Connections with other people. Attend industry trade shows, reach out to old colleagues or find a mentor who can help you.

"
7 april 2019,taurus,"Everyone seems to want to hang out with you these days, and why not? You’ve got that majestic mojo that people find attractive! Keep an open mind about new people whom you might meet. There could be some truly thought-provoking, iconic movers and shakers in your midst.

"
8 april 2019,taurus,"With the moon in your sign, you have a certain kind of charisma. Just make sure that it doesn’t turn into a certain kind of egotistical swagger! People could easily mistake your confidence for being full of yourself. Make sure that you listen to the opinions that other people express.

"
9 april 2019,taurus,"This is not a good day to go overboard with big promises and grand gestures. On the contrary. Remain conservative, quiet and in control. If you sense that other people are digging for information, they probably are….so don’t give up valuable intel.

"
10 april 2019,taurus,"It’s time to become more conservative in money and in love! Jupiter goes retrograde in your house of intimacy, bonding and  net worth. How realistic have you been lately in these areas? It’s time to take off any rose colored glasses you’ve been wearing.

"
11 april 2019,taurus,"A true friend knows us better than we know ourselves. Which is why if you need advice, you should seek the opinion of someone you trust. A wonderful Venus-Neptune aspect recommends pulling your tribe closer and seeking their guidance.

"
12 april 2019,taurus,"Jealousy is a game in which no one wins. The green eyed monster could appear today due to a Mercury-Jupiter square. If it’s coming from other people, you need to separate yourself from the trolls. But if it’s coming from you, ask yourself why you’re acting this way.

"
13 april 2019,taurus,"Beware of loud mouth, bloviator types who are way too impressed with their own opinions. Don’t respond to their nonsense. After all, you ave your own opinions….and yours are far saner.

"
14 april 2019,taurus,"When you’re comfortable in your own skin, it shows. The French even have a saying for this feeling: bien dans sa peau. Right now you have cosmic energy that is helping you get into a wonderful groove, a place that just feels so right.

"
15 april 2019,taurus,"Your networking skills are terrific, but that doesn’t mean that everyone you meet deserves a place in your world. The same holds true for existing friends, colleagues and contacts. Be selective, even if this means pulling away from certain people.

"
16 april 2019,taurus,"People may not be able to agree about which direction to head in, resulting in a logjam. Considering that Friday’s full moon occurs in your house of getting things done, chances are you’ll end up being the person who makes things happen. Make sure that you take the credit for it!

"
17 april 2019,taurus,"Sshhh!!! Even though your birthday season is right around the corner, you should still pull away just a bit. That’s because intelligent Mercury glides into the most mysterious, secretive part of your chart today. So even if you’re partying up a storm, you should still carve out time for seclusion. Your intuition will be high, so don’t be afraid to use it.

"
19 april 2019,taurus,"Your birthday season is only hours away, and a full moon occurs in the most practical part of your chart. It is time  for you to see things for what they are, not for what they aren’t. Make a commitment to heal your body, mind and soul. It will pay enormous dividends.

"
20 april 2019,taurus,"Yeah, baby! The Sun is now in your sign and your birthday season is in full swing. But despite the party vibe, there is an element of secrecy and seclusion. That’s because Venus enters your mysterious house of closure and healing. Out with the old, in with the new.

"
21 april 2019,taurus,"The Sun is in your sign and it may be time to party. But you will feel a bit reclusive as the Moon is in a tender spot. Today is a better time for pampering yourself and working out pent-up emotions than hitting the town.

"
22 april 2019,taurus,"Yowza! The fiery Sun meets up with rebellious Uranus in Taurus. The next 48 hours could be life changing, as just about anything could happen. Unexpected news could come your way or chance meetings. But it’s also possible that you will have a “eureka!” moment in which you do a complete 180.

"
23 april 2019,taurus,"Luck is on your side today when it comes to matters of the heart and  money. A Moon-Jupiter conjunction could bring something or someone delicious your way. There is a spontaneous vibe in the air, so expect the unexpected.

"
24 april 2019,taurus,"Yes, it’s officially your birthday season. And yes, you are raring to go. But today Pluto goes retrograde in your house of adventure and expanding your mind. What this means is that big, audacious plans may need a lot more fine-tuning. Travel plans, college and schooling, entrepreneurial ventures and international affairs will be especially affected.

"
25 april 2019,taurus,"Anyone who thinks that you don’t know what you’re talking about is in for a big surprise. You will be able to put them in their place with passion and clarity. But you also won’t care too much what they think. You have much more important things to deal with.

"
26 april 2019,taurus,"Rage against the machine? You may feel like going up against authority today, thanks to a Moon-Uranus square. The issue is that you have plenty of revolutionary new ideas, and other people don’t. Is it worth it to pick this fight? Maybe, maybe not. Play it safe and keep quiet for now.

"
27 april 2019,taurus,"Watch out for over spending this weekend. Aggressive Mars is charging through your house of money, which could encourage you to whip out your wallet. Deceptive Neptune may be making you feel as though you don’t have as many “toys” as everyone else. Life is not a contest, Taurus. Your money is better off safely in the bank.

"
28 april 2019,taurus,"You might feel a little clumsy today, as if you can never say the right thing. Chances are you’re just being too hard on yourself. Over the next few months you will have plenty of opportunities to think about how you present yourself to the world. As a matter of fact, your reach may intensify, to the point where you are on a very large stage.

"
29 april 2019,taurus,"With Pluto and Saturn in the most visionary part of your chart, you should be cooking up one incredible idea after another. But last week Pluto went retrograde, and today Saturn does the same. This doesn’t mean that you should give up. Instead, you need to vet these ideas and make sure that they’re right for you before proceeding.

"
30 april 2019,taurus,"People could be operating with their own agendas today, and they could get quite pushy about it. But with the mighty Sun in your sign, you’ll be able to sniff them out. Stick to your own path.

"
1 may 2019,taurus,"It’s a superb day for doing things behind the scenes. No, I’m not talking about snooping on your lover’s phone or doing something sneaky, like cheating on a test or your spouse. I’m referring to research (like looking for another job) or digging into something in an ethical manner. Gotta gather intel!

"
2 may 2019,taurus,"Sometimes no matter how hard we try, it just seems that we can’t change. This can happen when we’re trying to lock in better habits, release negative thoughts or heal ourselves physically. Today may be one of those times for you Taurus, but this is short lived. Optimism rises on Saturday with the new moon in your sign.

"
3 may 2019,taurus,"Your intuition is spot on so use it to your advantage! It will especially come in handy in matters of the heart and the wallet. A powerful sixth sense is just one of the gifts that we all have. So when someone tells you “Oh, you’re just lucky”, you can secretly smile to yourself and know what really was going on.

"
4 may 2019,taurus,"Woo-hoo! The annual new moon in Taurus takes place. This is the best time all year to launch initiatives that are important to you. Any dream that costs money, though, needs to be vetted carefully. Dreamy Jupiter could make you overly optimistic about where cash will be coming from.

"
5 may 2019,taurus,"Red hot Mars is tearing through your money house….which means that you can be burning through cash. And Jupiter could make you overly optimistic when it  comes to buying on credit or taking out loans. The moral of this story is to lock up your wallet for now and remain conservative.

"
6 may 2019,taurus,"Good news! Level headed Mercury glides into your sign, adding more planetary firepower to the house of Taurus. Your intuition may be off this week due to Venus in a tough spot, but Mercury’s new position will help you observe things with clarity and contentment.

"
7 may 2019,taurus,"Confusion may exist about where a particular plan, project or relationship is heading. Things will become more clear over the next few days and there could be some positive surprise twists, so stay tuned.

"
8 may 2019,taurus,"It’s showtime! Say buh-bye to a dreary old self-image and lifestyle. Magnetic Mercury meets up with rebellious Uranus in Taurus today. This is truly a game changer, as your life could do a 180 degree turn. But it all starts with you. The cavalry is not going to ride in to rescue you. Start making things happen.

"
9 may 2019,taurus,"It’s always a wonderful thing when your head and your heart are working in sync together, and that is what is happening today. Make sure to surround yourself with only the people who support you. The last thing you need is someone who wants to burst your bubble. If you need some alone time, take it.

"
10 may 2019,taurus,"It will take all of your effort to see things for what they truly are, Taurus. A Venus-Pluto square could find you in fantasy land. This could make you easy prey for people with agendas, so watch out for them.

"
11 may 2019,taurus,"With the Sun in your sign, it’s all about you these days. You’re thinking about the year ahead and all of the juicy things you’d like to experience. A Sun-Saturn trine is telling you to create a bucket list with only fun things on it, the bolder the better. Hey, if you don’t do some of these things now, you may never get around to them.

"
12 may 2019,taurus,"A gentle breeze of comfort and happiness is blowing through Taurus today. A sweet Moon-Venus aspect is perfect for relaxing at home or heading to a day spa for some pampering. Take good care of yourself, whatever it takes. The rest of this week is going to be pretty energetic (in a good way) so recharge your batteries.

"
13 may 2019,taurus,"Damn, you’re determined! With the fiery Sun trining no-nonsense Pluto, you are a force to be reckoned with. Pluto is all about personal transformation. It’s about digging deep into your soul and asking yourself if you’re on the right track. Is it time to do a 180? Maybe! Only you can answer that question.

"
14 may 2019,taurus,"The cosmic lovers, Mars and Venus, are in a flirtatious mood today. Venus especially is feeling adventurous, recommending that you take a chance on a new type of lover. Already attached? Then today (and the rest of the week) is perfect for planning your next romantic getaway.

"
15 may 2019,taurus,"Yes! Glamorous Venus enters your sign, so the next three weeks are prime for a makeover. Make sure you look good because Mars zips into the house of self expression. The way you think, speak, write (and express yourself through the arts) will all be a part of the package that is you.

"
16 may 2019,taurus,"Minds are like parachutes: they work best when they’re wide open! That’s the message that the cosmos has for you these days, Taurus. Sign up for classes. Listen to podcasts. Meet people from different countries, or who have a totally different philosophy about life than you do. Try new hobbies or sports. Life is short, and there is so much to try!

"
17 may 2019,taurus,"We all need a little attitude adjustment from time to time. After all, what we think ends up influencing what we say and do. A Mercury-Jupiter aspect helps you find more effective ways to handle emotions and thought patterns.

"
18 may 2019,taurus,"Ready for some adventure? More important, is your lover ready for it too? Because if they’re not you just may have to find someone who’s game for some fresh experiences! The full moon takes place in your commitment sector, but it’s very focused on you: are you enjoying life to the fullest? Are you the person you truly want to be? If not, bust out of an old groove and live a more authentic life.

"
19 may 2019,taurus,"The Sun will remain in Taurus for another 48 hours, so pull out your bucket list. Come up with plans for the year ahead. Once the Sun enters Gemini on Tuesday you’ll be in a great place to figure out the next moves you need to make.

"
20 may 2019,taurus,"Follow your gut today, and your emotions too. Your friends and other people may try to tell you to go a different route, but your own wisdom is best. Tuesday is super for gaining more clarity, because spunky Mars is active in your house of thinking.

"
21 may 2019,taurus,"Cha-ching! Ah, the luscious sound of the cash register ringing, a sound near and dear to the Taurus heart. You love money and it loves you, and right now you can score more of it. Not only has the Sun entered Gemini, your income sector, but so has shrewd Mercury. Over the next month you can make enormous strides when it comes to increasing your cash flow.

"
22 may 2019,taurus,"You are an absolute force of nature today, thanks to a Mars-Uranus meet up. Uranus is the planet of brilliant ideas and it acts quickly, which means that you could do a complete 180 degree turn. So don’t be surprised if you decide to change your life’s path in a heartbeat and swiftly move on to something new.

"
23 may 2019,taurus,"You know how people say “you have to fake it til you make it’? What they mean, of course, is that sometimes you have to play the role of the person you want to be in the future, even if your circumstances right now aren’t exactly to your liking. It might feel a bit awkward but you should give it a try.

"
24 may 2019,taurus,"Gentle Venus is in your sign, perhaps making you more forgiving than usual. Don’t be too quick to cut people slack, Taurus. They may take advantage of it. There’s nothing wrong with holding people to high standards.

"
25 may 2019,taurus,"You need some guarantees these days, especially when it comes to love and money. A happy Jupiter-Moon aspect will help you get answers to some of the questions that are burning in your mind. Sunday is well aspected for digging deep, so the cosmos is working in your favor.

"
26 may 2019,taurus,"According to your chart, you seem to be a bit unfocused. Perhaps you have too much on your plate. Or maybe your mind is consumed with fears and stress. It’s time to clear out the mental cobwebs and focus like a laser beam. This will mean cutting out distractions, including some people, but it has to be done.

"
27 may 2019,taurus,"If you need help, don’t feel shy about asking for favors. Friends, colleagues or mentors will be happy to help you. From your chart it appears that you have always been there for them. Now it’s your turn to cash in.

"
28 may 2019,taurus,"This may sound a bit cold, Taurus, but not everyone deserves to be in your life. This goes for friends, colleagues and team members. It could even apply to your family and a lover. If anyone is bringing too much drama and stress into your life, it may be time to pull away a bit.

"
29 may 2019,taurus,"You know that sappy saying, “there is no ‘I’ in the word ‘team’ “? Well, try telling that to other people today! Let’s just say that cooperation will be hard to come by, so don’t expect it. You may need to be the voice of reason in a group effort, but if people are slacking off too much, then wait until tomorrow. The energy is much better then.

"
30 may 2019,taurus,"Hide the credit cards. Avoid Amazon and Ebay. Car showrooms? Don’t even think about it. The same goes for luxury boutiques and swanky online shopping sites. A Mercury-Jupiter opposition warns that your eyes will be bigger than your wallet. Overspending is a real possibility, so it’s Target and McDonald’s for you, my friend. Hold the fries.

"
31 may 2019,taurus,"With va-va-va-voom Venus in your sign, you can attract people to you like moths to a flame. Naturally this could mean a new lover, but everyone is going to want to bask in your glow. This is looking like one heck of a social weekend, so put on some gorgeous clothes and head out the door. Your public is waiting for you, dahling.

"
1 june 2019,taurus,"Just what exactly IS charisma, anyway? People who exude magnetism don’t necessarily have the same kinds of charm. Audrey Hepburn’s charisma was way different than, say, Marilyn Monroe’s. Obama’s appeal is nothing like Brad Cooper’s. With charming Venus in your sign, it’s time to think about the message you’re sending out, and how to improve it.

"
2 june 2019,taurus,"You know what you want, and the good thing is that nothing is going to get in your way. Does that mean that there will be no roadblocks, no obstacles to get past? Hell no! They will be there. You simply won’t care, that’s all. And that’s a beautiful place to be.

"
3 june 2019,taurus,"Yeah, baby! Today’s sparkling new Moon occurs in your house of earning and saving more money. A terrific Pluto-Saturn-Venus aspect encourages you to take some chances, such as changing fields or maybe even starting your own business. But make sure to follow your own wisdom. Friends, colleagues and family members could get a little jealous and give you advice that isn’t solid.

"
4 june 2019,taurus,"Chatty Mercury enters your house of communication, opening up the floodgates! You are going to have a lot to say over the next few weeks, that’s for sure. This could be one of the best times in 2019 to brainstorm and network with other people. It also rocks for partying and flirting, I might add. Have fun!

"
5 june 2019,taurus,"Words can cut like a knife or they can heal. The choice is yours. Do you want to go ballistic or be a peace maker? While you’re at it, consider the way you talk to yourself. Maybe you should be a bit kinder.

"
6 june 2019,taurus,"Venus spends another 48 hours in your sign, so make the most of it! If you’ve been thinking about updating your appearance with some new clothes and a different hairstyle, then go for it. In astrology what counts is when you start something. Even if it takes a few weeks or months to pull off a new look, the important thing is that you got it going when glamorous Venus was in Taurus.

"
7 june 2019,taurus,"Today is perfectly aspected for being spontaneous and doing whatever you want! Spunky Uranus is in your sign, telling you to forget your worries and responsibilities. If you can’t cut loose today then find some time over the weekend to have some fun.

"
11 june 2019,taurus,"A Sun-Jupiter opposition warns against taking on unnecessary debt or overspending. With optimistic Jupiter in your house of credit cards and net worth, you may think that you’ll have no problem whatsoever finding the money later on to pay the bills. Really? Stay conservative with your money through the 23rd.

"
12 june 2019,taurus,"Are you underselling yourself? Perhaps you think that you’re not as brainy or eloquent as others. Maybe you’re shy at get-togethers and lack confidence. It’s time to get rid of this ridiculous notion. When the Sun enters Cancer on the 21st you’ll start to realize that you have brains—just like the Scarecrow in The Wizard of Oz!

"
13 june 2019,taurus,"Breaking the rules can be fun sometimes. However, sticking to the tried and true also has its merits. Today you can find a balance between being edgy and playing it safe. Not everyone can pull this off, but you’ll figure out how to do it.

"
14 june 2019,taurus,"You may think you know what’s best but it would be wise to seek a second opinion. Even if a trusted individual tells you what you already know, it’s worth it to get the feedback. This energy continues into next week, so keep an open mind.

"
15 june 2019,taurus,"People may be trying to get their way by wearing you down, thinking that you have a soft side. Well, you DO have a tender heart but you’re nobody’s fool. Hold your ground too, as this energy goes into next week and reaches a crescendo on Wednesday, Give ’em an inch and they’ll take a mile, my friend.

"
16 june 2019,taurus,"You should only be listening to people who are 100% trustworthy, Taurus. They will aid and inspire you. They will point out fresh avenues for you to explore. Also, avoid the kind of people who want to do things the same old way, “because that’s how we’ve only done it.” You need to have your mind expanded, not restricted.

"
17 june 2019,taurus,"Its time to get serious about your finances, Taurus. Tonight’s full moon occurs in your net worth sector. Risk-adverse Saturn is warning against doing anything crazy, though. Like quitting the day job when you don’t have anything else lined up. Or putting money in speculative investments. Play it safe for now.

"
18 june 2019,taurus,"You can move mountains, as verbal Mercury meets up with assertive Mars in your communication sector. If you need to make a big ask or get your point across to someone, today is a good time to do so. Tomorrow and Thursday, not so much. Strike while the iron is hot.

"
19 june 2019,taurus,"People will be spouting all sorts of ideas today, and chances are they want you to buy into them. But with shrewd Mercury and assertive Mars in your house of quick thinking, you’ll be nobody’s fool. Just don’t tell them that, OK?

"
20 june 2019,taurus,"With unpredictable Uranus acting up in your sign, you might be tempted to do or say something unusual. The problem is that the Moon squares Uranus from your house of authority figures, which means that there could be some backlash. Do you really want to piss off a boss, client, cop, judge or government agency? Or someone close whose opinion means a lot to you? Be careful.

"
